user_id,pss_q1,pss_q2,pss_q3,pss_q4,pss_q5,pss_q6,pss_q7,pss_q8,pss_q9,pss_q10,total_pss,heart_rate,hrv_sdnn,sleep_hours,sleep_efficiency,physical_activity_min,work_hours,screen_time_hours,breaks_per_day,sentiment_score,anxiety_score,stress_level
USR-1759,3,3,2,3,2,0,3,2,4,2,20,75.5,55.0,7.3,76.8,49.0,8.5,7.1,4.0,-0.38,5.1,1
USR-1760,1,1,2,4,1,1,0,4,1,3,16,70.3,45.4,7.5,76.2,35.0,8.0,4.4,4.0,0.13,5.8,1
USR-1761,2,3,1,1,3,2,1,2,2,2,21,82.6,67.5,6.6,74.4,12.0,10.9,4.8,4.0,-0.36,5.0,1
USR-1762,1,2,1,4,2,2,2,2,2,2,16,68.1,58.3,6.6,84.5,38.0,6.8,6.8,4.0,0.25,3.9,1
USR-1763,3,2,2,4,3,0,2,2,2,1,15,72.3,82.9,6.5,80.6,48.0,7.2,5.5,4.0,0.17,3.9,0
USR-1764,0,2,3,4,3,1,4,3,3,3,14,78.1,67.7,7.0,76.8,56.0,8.4,7.1,4.0,0.11,3.5,0
USR-1765,3,2,4,1,2,1,3,4,4,3,23,84.7,49.6,5.7,79.5,26.0,9.3,6.0,3.0,-0.4,5.5,2
USR-1766,3,3,4,3,3,3,3,4,1,2,19,82.7,59.8,6.5,79.0,45.0,10.0,5.6,5.0,-0.09,5.2,1
USR-1767,4,2,1,3,4,3,2,3,3,2,19,73.7,40.1,7.9,79.2,52.0,7.2,6.8,2.0,0.13,5.3,1
USR-1768,2,1,4,4,2,2,3,2,2,0,16,77.9,68.2,6.5,75.5,51.0,8.3,4.9,4.0,0.11,5.1,0
USR-1769,3,1,2,1,2,1,4,2,4,0,18,70.4,78.0,7.4,65.8,30.0,8.5,5.5,4.0,0.3,6.6,1
USR-1770,1,2,1,3,3,2,3,2,2,3,16,72.6,43.3,7.7,75.5,34.0,7.1,2.6,3.0,0.35,4.1,1
USR-1771,4,4,4,2,3,0,3,4,0,2,18,74.8,55.2,6.1,73.5,45.0,9.8,7.0,4.0,0.28,4.8,1
USR-1772,1,2,3,1,1,1,3,3,2,2,19,73.7,55.4,6.2,74.7,58.0,8.7,5.8,4.0,-0.08,3.6,1
USR-1773,2,3,1,2,2,4,3,2,1,3,21,76.6,60.8,7.5,72.0,37.0,9.0,5.5,3.0,0.03,4.4,1
USR-1774,3,3,2,3,2,4,2,0,0,2,23,77.7,68.1,5.7,75.3,32.0,8.5,6.8,4.0,-0.28,5.8,2
USR-1775,1,4,2,2,2,3,3,2,3,2,22,74.3,55.6,6.5,79.9,19.0,8.9,4.6,4.0,-0.31,6.0,2
USR-1776,1,3,3,2,1,4,1,4,3,1,23,84.4,68.4,8.1,80.1,30.0,8.2,5.3,2.0,0.15,6.3,1
USR-1777,3,3,2,4,4,3,3,2,2,3,19,75.7,57.6,7.6,81.9,30.0,9.9,5.9,2.0,-0.21,5.5,1
USR-1778,3,3,4,2,3,0,3,1,3,3,23,81.1,54.9,6.6,70.3,34.0,10.7,5.9,3.0,-0.35,6.9,2
USR-1779,3,4,0,3,2,4,3,0,2,0,21,79.2,56.4,7.3,76.5,18.0,11.2,6.1,2.0,-0.01,6.8,1
USR-1780,3,2,2,2,3,0,2,2,3,3,20,77.8,64.8,6.7,84.8,34.0,9.5,5.7,1.0,-0.05,5.1,1
USR-1781,2,2,2,2,4,3,1,4,3,2,19,77.1,52.9,7.7,69.8,27.0,8.4,6.0,3.0,-0.01,4.4,0
USR-1782,1,0,2,3,1,1,0,4,3,3,18,74.2,64.0,5.3,85.2,51.0,8.1,3.9,5.0,0.52,5.3,1
USR-1783,2,3,2,4,1,2,3,4,1,4,18,82.8,47.7,6.8,73.5,29.0,9.3,6.5,3.0,-0.14,5.6,1
USR-1784,1,3,3,2,2,3,4,3,1,3,19,80.4,54.0,5.2,79.2,32.0,9.1,4.9,4.0,0.13,5.1,1
USR-1785,4,1,4,3,3,2,3,2,2,3,21,78.5,48.7,6.8,78.3,40.0,8.9,5.7,4.0,-0.01,5.3,1
USR-1786,3,3,4,0,0,1,1,3,2,0,25,79.6,49.5,6.1,74.2,26.0,9.4,5.5,3.0,0.05,5.9,2
USR-1787,2,2,3,1,4,2,4,2,3,3,20,76.9,52.5,7.8,88.1,66.0,10.4,5.2,3.0,-0.16,5.2,1
USR-1788,2,1,4,2,2,2,4,3,2,3,19,78.7,65.3,7.4,76.2,50.0,8.3,5.6,4.0,-0.01,5.6,1
USR-1789,4,4,2,0,2,4,2,2,1,2,27,91.1,39.2,5.7,63.6,30.0,11.7,7.1,3.0,-0.19,6.2,3
USR-1790,1,1,3,1,2,3,3,3,1,3,19,69.8,42.4,6.5,79.5,43.0,9.1,6.3,3.0,-0.26,4.4,1
USR-1791,3,0,2,2,1,2,3,1,1,4,21,81.7,42.9,7.0,75.4,8.0,8.7,6.1,4.0,-0.39,5.9,2
USR-1792,2,3,2,0,3,1,3,1,3,1,21,84.0,61.7,6.2,79.0,51.0,8.2,5.0,2.0,-0.03,4.8,2
USR-1793,3,3,2,1,4,3,4,3,2,0,17,67.4,51.0,7.0,83.7,47.0,8.4,5.5,3.0,0.36,4.7,1
USR-1794,0,0,2,2,2,1,1,4,3,3,16,73.1,63.2,8.2,79.8,41.0,9.0,5.2,2.0,0.05,4.5,1
USR-1795,4,3,2,3,4,1,3,2,2,3,19,71.3,53.9,6.2,79.9,45.0,8.4,5.4,4.0,-0.01,5.0,1
USR-1796,4,2,4,4,3,2,3,0,4,4,26,84.9,54.1,5.9,73.2,39.0,10.9,6.8,3.0,0.05,6.0,2
USR-1797,3,1,2,3,2,4,4,4,4,3,20,75.7,53.2,6.5,86.0,33.0,8.5,4.2,4.0,-0.03,6.6,1
USR-1798,3,1,0,2,3,1,4,3,3,3,15,72.5,83.4,9.7,78.9,48.0,8.1,2.8,4.0,0.31,4.5,0
USR-1799,4,3,2,4,2,1,4,2,4,3,21,76.3,68.9,7.1,72.8,49.0,7.6,6.8,2.0,0.5,5.1,1
USR-1800,3,2,0,3,2,2,2,3,2,0,15,76.7,58.7,8.1,85.2,49.0,8.9,4.7,3.0,0.03,4.5,0
USR-1801,1,4,1,1,0,1,3,2,4,3,24,82.1,46.4,7.0,69.4,30.0,9.3,6.4,4.0,-0.16,7.6,2
USR-1802,3,3,1,1,3,3,2,2,3,1,22,80.4,77.6,7.2,77.5,39.0,11.2,4.9,3.0,0.02,5.7,1
USR-1803,3,4,2,3,0,2,2,4,4,1,23,80.9,42.6,6.9,73.9,51.0,10.3,7.1,4.0,0.21,7.1,2
USR-1804,2,1,2,2,3,2,1,1,3,2,21,81.2,53.3,7.0,75.7,46.0,9.3,6.0,3.0,-0.05,4.5,1
USR-1805,3,4,3,3,3,1,3,1,3,2,22,77.9,52.7,5.4,87.7,21.0,10.8,5.6,4.0,0.09,5.0,2
USR-1806,4,2,3,3,1,1,4,0,2,2,22,87.8,52.5,6.9,81.7,42.0,9.8,6.0,2.0,0.01,4.0,1
USR-1807,4,2,2,3,2,3,1,2,1,1,21,72.2,39.8,6.6,81.4,42.0,10.4,3.9,3.0,-0.04,7.0,2
USR-1808,2,0,2,4,2,4,0,1,2,2,21,69.7,57.7,7.1,78.9,50.0,8.1,6.0,3.0,-0.11,4.1,1
USR-1809,1,0,2,2,3,1,3,1,4,0,15,64.1,53.5,7.1,77.3,44.0,8.8,6.4,3.0,0.03,4.3,0
USR-1810,4,3,3,1,2,1,3,0,0,2,23,69.7,62.7,7.1,76.1,30.0,10.1,6.2,4.0,0.52,7.3,2
USR-1811,3,2,0,3,3,0,4,1,3,3,16,77.4,48.4,7.9,82.9,26.0,6.5,5.2,3.0,-0.19,5.2,1
USR-1812,1,1,0,1,2,3,1,2,2,4,21,81.1,54.2,4.3,77.2,28.0,11.0,5.3,3.0,-0.32,5.8,2
USR-1813,4,3,3,3,0,3,0,0,2,3,31,93.2,23.5,5.4,69.2,40.0,9.3,8.0,3.0,-0.28,8.6,3
USR-1814,4,1,2,4,0,2,2,3,4,2,22,74.0,35.3,5.1,73.5,38.0,7.7,7.0,3.0,-0.02,5.1,2
USR-1815,2,3,1,3,1,3,0,3,4,3,25,85.6,42.0,6.5,74.6,31.0,6.3,5.7,3.0,-0.06,6.7,3
USR-1816,3,2,1,3,3,3,1,0,3,2,23,80.4,45.7,6.2,72.1,50.0,10.0,6.2,2.0,-0.26,5.8,2
USR-1817,2,3,4,2,4,4,1,3,1,0,20,78.3,66.7,7.8,80.5,51.0,7.0,5.7,3.0,-0.21,5.1,1
USR-1818,0,3,4,2,2,0,1,4,2,3,19,79.8,55.9,7.0,67.7,30.0,8.2,5.8,5.0,-0.03,5.2,1
USR-1819,2,2,3,2,2,1,1,4,2,3,20,73.7,65.3,6.4,83.8,52.0,10.0,4.7,4.0,0.18,6.2,1
USR-1820,3,2,2,3,1,0,4,0,2,3,20,90.4,52.0,7.5,70.4,18.0,9.2,6.6,2.0,-0.2,6.5,1
USR-1821,0,2,2,3,2,4,1,3,1,3,19,83.3,61.1,6.6,72.4,44.0,8.1,5.9,4.0,0.06,4.8,1
USR-1822,2,3,4,3,1,3,2,2,2,1,23,77.5,45.4,6.1,76.8,38.0,7.5,7.1,2.0,-0.19,5.0,2
USR-1823,2,2,4,1,3,3,4,0,2,4,25,76.4,42.4,6.6,75.9,46.0,9.6,5.0,4.0,-0.45,5.7,2
USR-1824,2,1,1,2,4,0,3,2,3,3,15,72.7,46.7,8.5,91.1,48.0,9.3,3.8,2.0,-0.11,5.7,1
USR-1825,4,0,3,3,1,1,3,2,2,3,20,78.4,57.7,7.4,78.5,35.0,9.8,7.6,3.0,0.18,6.4,1
USR-1826,2,2,1,2,3,2,3,2,2,3,18,81.1,59.6,7.4,78.3,38.0,10.8,6.4,4.0,-0.06,4.0,1
USR-1827,2,2,1,2,0,3,3,3,0,2,18,69.9,63.7,9.1,79.5,72.0,7.9,4.4,3.0,0.31,6.2,0
USR-1828,3,4,3,3,2,1,4,3,4,0,19,78.1,58.0,6.3,85.7,40.0,7.3,6.2,3.0,0.02,4.5,1
USR-1829,2,1,2,3,1,0,3,1,2,1,16,66.4,76.2,6.5,92.1,49.0,8.8,4.5,4.0,-0.15,4.9,0
USR-1830,1,2,4,2,2,3,4,2,0,0,16,76.2,61.4,7.2,79.1,18.0,8.7,3.3,2.0,0.22,3.8,0
USR-1831,2,3,0,4,1,2,2,2,2,1,17,74.3,66.7,8.2,82.0,31.0,8.5,3.0,2.0,-0.07,6.3,1
USR-1832,1,3,2,1,2,2,1,2,4,2,24,90.7,47.4,5.6,73.6,39.0,8.7,6.0,3.0,-0.2,5.6,2
USR-1833,1,2,4,4,2,1,4,4,3,4,17,67.1,51.5,8.4,78.8,22.0,5.4,6.7,3.0,0.32,3.8,0
USR-1834,2,2,4,1,2,3,2,3,3,4,26,89.6,53.2,5.1,81.9,37.0,8.7,7.8,2.0,-0.44,6.2,3
USR-1835,2,2,1,0,3,3,4,4,1,3,17,66.4,58.0,6.9,74.6,32.0,9.2,6.4,3.0,0.0,6.7,1
USR-1836,4,4,2,4,4,4,0,3,3,0,22,72.6,59.2,6.7,63.8,23.0,9.6,6.6,2.0,-0.28,5.9,1
USR-1837,2,1,3,1,2,2,2,2,3,2,22,70.9,55.3,5.9,77.1,27.0,10.5,6.1,3.0,-0.3,4.9,1
USR-1838,3,4,1,3,1,4,4,2,3,3,24,82.3,43.7,5.9,80.0,51.0,10.0,7.2,3.0,-0.21,5.5,2
USR-1839,3,3,4,3,1,4,1,2,4,1,28,78.6,53.6,6.7,72.1,33.0,11.1,4.5,3.0,-0.41,5.6,2
USR-1840,0,2,4,4,4,3,4,2,1,3,15,66.4,54.3,8.3,83.3,32.0,9.2,5.9,3.0,0.1,4.6,0
USR-1841,3,0,1,4,3,4,4,3,1,4,15,74.1,66.3,5.5,84.5,52.0,8.3,3.8,3.0,0.28,3.2,0
USR-1842,1,2,1,2,2,2,4,2,4,2,18,78.0,67.8,7.1,79.1,50.0,8.7,4.3,4.0,-0.09,5.7,1
USR-1843,4,2,0,3,1,2,3,2,3,3,21,78.6,50.7,6.6,79.0,32.0,5.7,6.3,2.0,-0.32,6.1,2
USR-1844,1,1,4,1,2,0,3,3,0,1,14,71.4,71.7,7.4,84.2,56.0,7.3,5.7,4.0,0.31,3.9,0
USR-1845,2,3,1,2,1,3,4,4,2,3,19,85.8,59.4,6.6,68.0,51.0,8.1,4.8,3.0,-0.12,6.0,1
USR-1846,0,4,2,4,4,3,3,2,4,0,16,74.7,66.8,6.1,80.6,52.0,8.3,5.6,2.0,0.49,5.1,1
USR-1847,4,3,2,2,4,3,3,3,0,1,17,78.9,52.1,8.2,71.4,33.0,7.4,5.7,3.0,0.01,4.7,0
USR-1848,2,3,3,3,0,1,4,0,0,3,21,79.1,55.5,7.6,76.1,22.0,10.3,5.3,3.0,-0.06,4.8,1
USR-1849,3,0,0,2,2,2,3,2,2,3,17,69.4,47.5,6.9,76.8,21.0,7.5,5.3,3.0,-0.37,4.9,1
USR-1850,0,2,1,3,1,1,4,0,4,3,19,79.4,69.9,6.4,82.9,31.0,10.2,7.5,3.0,-0.2,5.4,1
USR-1851,3,1,4,4,2,3,0,0,4,2,27,80.3,30.1,5.6,73.0,25.0,8.9,6.1,3.0,-0.67,7.1,3
USR-1852,1,3,4,0,4,1,1,3,2,3,22,78.8,49.7,4.5,77.9,32.0,8.6,5.5,4.0,-0.0,5.7,3
USR-1853,4,4,3,3,2,4,2,2,2,3,27,85.2,38.8,6.4,70.8,29.0,9.2,6.5,3.0,-0.23,7.0,3
USR-1854,1,3,0,4,2,1,2,3,2,4,16,64.3,65.4,7.7,85.3,63.0,7.8,4.8,3.0,0.25,4.6,0
USR-1855,1,0,2,2,1,2,3,4,1,4,16,66.0,75.4,7.2,72.0,38.0,9.8,5.8,2.0,0.28,5.5,0
USR-1856,0,2,3,0,3,4,1,1,3,3,26,87.3,52.7,6.2,68.0,30.0,9.5,7.7,3.0,0.01,5.5,3
USR-1857,2,2,1,3,3,2,4,3,1,3,14,68.9,86.2,7.4,87.9,22.0,7.7,4.5,3.0,0.13,3.2,0
USR-1858,3,2,4,2,2,0,2,2,2,3,22,76.2,41.5,5.9,73.3,62.0,8.4,4.9,3.0,-0.04,5.7,2
USR-1859,0,3,3,1,1,2,2,1,3,1,23,81.0,40.8,6.1,64.0,18.0,9.1,7.8,3.0,0.03,5.3,2
USR-1860,3,3,0,4,2,0,1,3,1,1,14,70.3,55.4,7.1,88.8,36.0,8.4,4.9,5.0,0.02,4.1,1
USR-1861,2,3,4,2,4,4,3,3,2,3,22,81.3,53.5,7.1,80.9,44.0,9.0,4.0,4.0,-0.25,4.8,1
USR-1862,2,2,4,4,2,3,0,2,3,3,25,81.6,40.5,7.4,76.8,35.0,9.6,8.0,3.0,0.16,5.5,2
USR-1863,2,1,0,3,2,1,1,4,3,3,16,75.0,54.0,6.9,80.5,62.0,9.6,6.1,3.0,-0.24,6.0,1
USR-1864,2,1,2,3,2,3,3,2,1,2,17,71.4,63.7,6.2,87.6,50.0,8.9,6.7,3.0,0.19,4.4,1
USR-1865,2,2,2,0,3,0,1,4,2,0,16,75.0,50.1,7.1,86.3,41.0,7.0,6.4,5.0,0.19,3.5,1
USR-1866,1,2,2,2,2,3,1,2,3,2,22,84.8,43.4,8.2,83.2,48.0,9.2,8.4,3.0,-0.28,5.6,1
USR-1867,1,3,1,1,1,4,3,1,4,2,25,79.0,45.6,5.5,76.7,46.0,9.1,5.1,3.0,-0.28,7.1,3
USR-1868,4,3,3,4,3,4,0,2,1,2,24,85.6,47.6,7.1,74.6,25.0,10.2,5.2,3.0,-0.19,7.1,3
USR-1869,4,0,4,1,3,2,2,1,4,4,27,83.4,54.3,7.2,69.8,41.0,10.2,5.9,2.0,-0.17,5.6,2
USR-1870,2,2,2,2,3,2,0,3,3,1,20,81.2,47.8,6.5,70.7,35.0,10.4,5.0,3.0,0.07,4.6,1
USR-1871,1,1,0,2,4,0,2,3,3,2,12,71.1,59.2,6.9,85.5,45.0,6.9,4.6,3.0,0.23,3.7,0
USR-1872,3,1,3,1,2,3,3,2,0,2,20,77.3,59.7,7.2,79.9,39.0,8.8,5.0,4.0,0.04,5.2,1
USR-1873,2,3,2,1,0,2,0,0,2,4,30,88.0,48.9,6.2,67.8,22.0,9.2,5.6,2.0,-0.17,6.1,3
USR-1874,0,0,4,3,4,2,4,2,0,4,13,77.4,75.2,7.9,85.3,40.0,7.9,3.8,5.0,0.33,2.6,0
USR-1875,1,2,2,0,2,4,4,0,2,2,23,81.3,55.0,8.1,73.1,46.0,7.6,5.6,3.0,0.22,5.0,1
USR-1876,3,1,1,0,3,1,1,3,4,4,23,82.5,52.3,6.6,79.1,16.0,9.8,7.0,3.0,0.12,4.5,2
USR-1877,3,4,1,2,3,0,4,3,1,2,15,71.3,65.9,6.2,76.3,30.0,8.2,4.3,3.0,0.15,3.8,0
USR-1878,0,2,3,3,2,0,2,4,3,1,14,80.1,60.4,7.3,76.2,52.0,8.3,5.6,4.0,0.31,4.9,0
USR-1879,1,1,1,2,1,1,0,1,0,2,18,79.0,55.3,7.1,77.3,39.0,9.6,3.9,2.0,0.14,4.3,1
USR-1880,1,2,3,2,3,0,0,2,3,1,19,77.0,42.1,7.9,81.9,51.0,9.1,2.2,4.0,0.06,5.9,1
USR-1881,3,3,1,3,3,2,2,3,1,3,18,75.1,64.6,6.8,72.7,44.0,7.2,5.1,4.0,-0.11,4.8,1
USR-1882,0,4,2,2,2,2,3,4,1,4,18,80.6,59.2,6.6,83.7,24.0,8.0,4.6,5.0,0.09,4.7,1
USR-1883,1,1,2,4,2,1,2,3,2,3,15,70.1,67.5,6.1,72.5,44.0,8.2,4.0,3.0,-0.26,2.9,0
USR-1884,3,4,4,0,1,3,3,1,3,1,29,76.5,21.2,6.4,69.0,34.0,10.0,5.6,3.0,-0.06,8.1,3
USR-1885,1,4,4,3,0,1,3,2,1,2,21,78.7,53.4,9.3,69.2,39.0,8.9,4.9,2.0,0.04,5.6,1
USR-1886,3,4,1,4,2,3,2,3,1,0,17,80.8,51.9,6.8,66.2,35.0,10.5,4.1,4.0,0.06,3.3,1
USR-1887,1,3,2,3,2,2,3,3,0,2,15,81.1,73.3,7.5,82.6,40.0,8.4,4.0,3.0,0.07,4.5,0
USR-1888,0,3,1,1,4,2,4,4,4,0,13,70.8,68.7,6.9,81.4,39.0,8.4,3.3,4.0,0.34,3.3,0
USR-1889,1,2,2,2,3,4,0,1,3,2,24,81.2,51.9,5.4,67.0,17.0,7.2,3.9,1.0,0.25,6.1,3
USR-1890,3,3,2,3,3,0,2,4,3,3,18,78.3,54.0,7.3,75.9,22.0,9.6,3.0,3.0,0.14,5.0,1
USR-1891,4,2,4,0,2,2,2,0,3,3,30,84.9,45.7,5.9,71.7,31.0,13.9,9.2,2.0,0.08,8.3,3
USR-1892,3,3,4,3,1,4,2,4,1,0,21,81.0,46.3,4.8,74.4,26.0,10.8,5.6,5.0,0.13,4.6,2
USR-1893,2,2,2,3,4,3,2,4,3,2,17,74.4,58.0,8.3,78.3,48.0,8.0,6.6,2.0,-0.07,5.1,0
USR-1894,3,3,2,3,2,1,2,3,1,2,18,80.8,52.9,7.3,76.5,33.0,11.4,5.1,3.0,0.16,5.9,1
USR-1895,1,3,4,1,1,2,3,3,2,1,21,82.0,71.9,6.7,73.3,21.0,9.2,5.5,3.0,0.05,7.5,1
USR-1896,2,1,3,3,2,3,3,0,3,2,22,83.3,64.3,6.2,72.5,30.0,9.7,6.1,2.0,-0.22,6.5,2
USR-1897,4,3,0,3,4,4,3,0,2,2,21,77.3,62.3,7.0,73.1,62.0,8.8,6.3,2.0,-0.11,5.8,1
USR-1898,0,2,2,3,4,0,1,1,1,3,15,82.8,49.3,7.5,77.0,42.0,7.9,3.6,3.0,0.06,4.4,1
USR-1899,0,4,2,0,0,0,2,0,0,4,24,83.4,56.9,6.7,68.9,41.0,6.9,5.6,3.0,-0.1,7.3,2
USR-1900,1,2,1,0,4,2,2,2,3,2,19,77.9,57.8,7.7,75.9,41.0,9.8,5.7,3.0,-0.03,4.8,1
USR-1901,0,2,1,2,1,1,2,1,3,3,20,73.7,64.8,7.8,73.8,21.0,8.6,3.6,2.0,0.05,5.9,1
USR-1902,1,4,0,1,0,1,4,4,0,1,14,71.8,65.1,8.9,76.1,62.0,7.9,6.0,2.0,0.27,5.7,0
USR-1903,3,1,3,2,4,1,2,2,1,4,19,77.2,56.2,6.2,81.6,36.0,9.2,6.4,4.0,0.28,5.0,1
USR-1904,2,4,1,4,4,1,0,3,4,1,18,71.8,59.4,6.5,84.7,24.0,8.2,3.1,3.0,0.17,3.2,1
USR-1905,4,2,0,2,3,1,2,3,3,1,17,73.4,44.3,7.3,79.2,35.0,8.9,4.2,5.0,-0.05,3.9,1
USR-1906,3,2,1,4,3,4,3,2,4,1,19,75.8,50.1,6.2,78.1,36.0,10.3,5.5,3.0,0.45,5.3,2
USR-1907,2,2,3,0,3,1,3,1,1,2,20,77.8,58.0,6.3,73.5,46.0,9.5,6.3,4.0,-0.14,4.6,1
USR-1908,1,3,4,1,3,1,2,2,2,2,21,69.6,62.9,7.0,81.6,28.0,9.0,7.2,4.0,-0.11,5.2,1
USR-1909,2,2,2,0,4,1,1,3,1,4,20,76.8,50.6,7.5,85.7,69.0,8.9,4.9,4.0,0.12,5.0,1
USR-1910,3,0,2,2,2,4,2,3,3,3,22,77.4,52.2,7.6,74.7,24.0,9.5,8.1,3.0,0.52,6.1,1
USR-1911,1,1,4,4,4,3,3,1,1,2,16,73.9,47.2,6.9,77.4,49.0,7.4,5.0,4.0,0.2,3.6,0
USR-1912,3,0,1,0,4,3,4,3,1,3,16,79.2,71.7,7.5,81.7,18.0,8.6,4.8,2.0,-0.01,3.9,0
USR-1913,2,4,1,3,1,1,3,0,0,3,20,87.8,63.9,6.9,77.6,36.0,9.8,6.1,3.0,-0.33,6.4,1
USR-1914,2,4,2,2,4,3,3,3,3,3,21,81.8,59.0,6.7,73.7,41.0,9.3,5.9,3.0,-0.37,5.1,1
USR-1915,2,2,1,4,2,2,2,2,2,3,18,69.6,60.8,6.3,80.9,26.0,8.2,5.5,4.0,0.06,5.4,1
USR-1916,2,3,2,1,2,1,2,3,3,3,22,77.5,64.9,5.8,80.2,53.0,9.0,7.7,2.0,0.05,5.7,1
USR-1917,4,2,4,1,3,3,3,4,4,3,25,84.9,42.3,6.8,69.3,37.0,10.5,6.4,3.0,-0.43,6.3,2
USR-1918,3,3,3,0,0,3,2,3,3,3,29,87.8,36.4,5.3,83.0,24.0,9.0,5.6,3.0,-0.23,7.8,3
USR-1919,1,3,2,2,2,3,4,2,2,1,18,80.7,66.0,5.5,70.8,45.0,7.7,4.4,4.0,-0.2,3.3,1
USR-1920,4,4,4,1,4,4,2,1,4,1,29,84.9,51.7,5.9,66.0,20.0,8.4,8.1,3.0,-0.45,7.5,3
USR-1921,2,2,0,4,1,4,0,3,2,3,21,76.6,44.2,7.8,77.4,51.0,9.2,6.3,4.0,0.1,5.9,2
USR-1922,4,3,1,3,2,1,3,2,1,4,20,86.3,50.7,4.5,88.2,50.0,10.0,3.9,3.0,-0.15,5.9,2
USR-1923,3,1,3,3,4,2,0,0,4,2,24,81.3,63.5,6.2,71.2,37.0,11.2,4.4,2.0,0.14,5.8,2
USR-1924,2,4,3,2,2,0,1,3,0,4,21,73.3,57.0,7.2,70.9,44.0,11.0,5.7,2.0,-0.15,5.5,1
USR-1925,0,0,0,0,2,4,2,2,2,1,17,82.3,65.0,5.6,82.0,23.0,7.7,5.7,4.0,0.31,2.7,1
USR-1926,1,3,2,2,2,1,3,0,2,2,20,70.0,45.7,6.6,75.8,55.0,9.3,4.8,3.0,0.45,4.7,1
USR-1927,2,3,3,4,2,4,2,4,2,2,20,60.0,60.3,5.8,80.3,36.0,8.5,3.8,3.0,-0.15,5.4,1
USR-1928,3,3,3,3,3,2,0,2,2,4,25,85.7,37.4,5.5,72.9,44.0,11.7,5.0,4.0,0.34,7.5,3
USR-1929,1,1,3,4,3,2,3,2,1,2,14,76.8,46.7,7.0,77.2,53.0,9.7,6.4,4.0,0.18,5.5,1
USR-1930,1,4,2,3,2,0,2,3,2,2,17,76.9,64.6,6.1,91.0,53.0,8.8,5.6,3.0,-0.04,4.3,1
USR-1931,3,1,0,1,3,2,4,4,3,1,14,65.7,74.0,6.3,66.7,32.0,7.4,5.8,4.0,0.12,4.7,0
USR-1932,4,3,2,1,2,4,2,0,1,2,27,83.3,44.2,6.1,80.9,19.0,5.9,7.5,2.0,-0.29,6.6,3
USR-1933,2,1,1,0,2,0,3,3,2,4,18,74.4,53.1,8.7,83.2,67.0,7.0,4.6,3.0,0.34,3.5,0
USR-1934,1,2,4,2,3,2,1,3,1,2,19,73.9,69.9,7.4,74.0,20.0,6.6,5.0,5.0,0.29,5.5,1
USR-1935,1,2,2,1,3,0,3,1,3,3,19,83.7,54.7,7.6,87.1,25.0,7.1,5.2,3.0,0.29,6.5,1
USR-1936,0,2,2,2,2,2,3,2,3,4,20,72.3,54.5,7.4,70.1,38.0,11.3,5.9,4.0,-0.26,4.9,1
USR-1937,4,1,3,3,0,1,4,0,4,0,22,80.8,66.1,6.0,80.5,36.0,7.7,6.8,2.0,-0.02,4.9,1
USR-1938,1,1,2,4,1,1,0,3,1,3,17,80.8,55.9,7.3,68.8,34.0,7.3,7.0,4.0,-0.22,4.7,1
USR-1939,3,2,2,3,2,4,2,4,0,1,17,76.8,53.5,7.9,73.5,48.0,7.4,5.9,4.0,0.29,4.5,1
USR-1940,1,3,3,4,2,2,3,1,1,1,17,81.1,65.3,7.7,73.5,52.0,11.7,5.9,4.0,-0.01,6.7,1
USR-1941,2,4,4,0,3,1,0,3,1,3,25,84.7,43.1,6.5,69.5,32.0,9.7,8.1,3.0,-0.05,7.1,3
USR-1942,3,0,3,0,0,3,2,3,2,3,25,84.0,47.6,6.7,73.3,29.0,10.9,5.9,3.0,-0.25,6.4,2
USR-1943,3,2,0,3,3,1,4,2,4,2,16,75.8,49.4,9.1,75.9,42.0,8.6,6.2,3.0,-0.23,2.1,0
USR-1944,1,1,3,2,1,1,2,3,2,0,16,77.1,61.5,7.8,69.8,36.0,6.0,5.6,3.0,0.3,4.3,0
USR-1945,0,0,3,1,2,2,4,0,4,4,22,77.3,53.0,6.3,77.8,15.0,11.1,6.4,4.0,0.13,7.2,2
USR-1946,1,3,1,2,2,1,0,4,0,3,17,68.4,66.5,7.0,79.5,44.0,9.0,4.9,3.0,0.12,4.7,0
USR-1947,4,3,1,1,1,3,3,2,4,1,25,86.6,55.6,5.5,75.3,41.0,9.6,4.7,2.0,-0.57,7.0,2
USR-1948,4,1,4,2,4,2,3,3,1,2,18,81.6,61.9,8.8,79.4,38.0,10.8,5.6,4.0,0.21,5.1,1
USR-1949,3,1,0,2,0,3,2,3,4,0,20,78.8,58.2,8.0,81.8,10.0,8.6,5.8,2.0,-0.15,4.9,1
USR-1950,3,0,3,2,2,4,4,3,0,2,17,72.1,58.2,7.1,78.9,34.0,8.4,4.5,2.0,0.19,6.0,1
USR-1951,3,3,2,3,4,1,1,4,4,2,19,68.8,61.1,8.6,82.8,49.0,8.4,5.3,5.0,-0.07,5.2,1
USR-1952,1,4,2,2,3,2,4,3,1,2,16,74.4,51.1,7.6,76.1,25.0,9.7,4.1,5.0,0.04,3.8,1
USR-1953,4,1,0,1,2,2,3,4,2,1,16,67.3,41.2,6.8,76.4,50.0,9.4,4.1,3.0,0.22,4.4,1
USR-1954,2,1,3,1,2,1,1,3,2,3,21,70.9,63.0,7.4,83.1,31.0,9.5,5.1,4.0,-0.19,6.6,1
